student_id,strategy,cycle,predicted_final_grade,predicted_risk,predicted_weakest_topic,selected_activity,predicted_learning_gain,simulated_gain,cumulative_simulated_gain
10383,adaptive,1,85.08797402451574,Low,Problem Solving,Application Exercise,5.984780419808431,4.5065396561157485,0.0
10409,adaptive,1,71.64842380206943,Low,Advanced Topics,Advanced Practice,2.6461797774219784,0.8229619107782353,0.8229619107782353
10412,adaptive,1,50.149937452536314,Medium,Advanced Topics,Advanced Practice,2.738753981459798,0.9667801554553086,0.9667801554553086
10426,adaptive,1,51.5045945161834,Medium,Advanced Topics,Application Exercise,2.101554503356897,0.5422010618660795,0.5422010618660795
10430,adaptive,1,63.692313981027446,Medium,Critical Thinking,Application Exercise,3.956207826508945,2.164045681100393,2.164045681100393
10433,adaptive,1,82.03450757811397,Low,Critical Thinking,Application Exercise,5.781269299667516,4.850484942421046,4.850484942421046
10437,adaptive,1,68.13235475130247,Low,Application Skills,Advanced Practice,3.5972101674442074,1.4137035958055735,1.4137035958055735
10440,adaptive,1,93.02196631873704,Low,Problem Solving,Application Exercise,6.002423289673294,4.771926515290269,2.4000000000000057
10446,adaptive,1,71.17478349559445,Low,Problem Solving,Advanced Practice,4.0271140144101185,1.7880386223980926,1.7880386223980926
10452,adaptive,1,80.69605304930323,Low,Application Skills,Application Exercise,5.340041059427659,3.4229663190931285,3.4229663190931285
10463,adaptive,1,61.76300365080093,Medium,Application Skills,Advanced Practice,4.023055623298723,1.9914125335328678,1.9914125335328678
10480,adaptive,1,98.80390566931081,Low,Conceptual Understanding,Application Exercise,5.805397495363804,5.056501218461873,1.7000000000000028
10487,adaptive,1,48.85915469507434,Medium,Problem Solving,Advanced Practice,3.06779054374536,1.294607609460542,1.294607609460542
10494,adaptive,1,62.93814030750467,Medium,Advanced Topics,Advanced Practice,4.231075816132468,1.9843745577661274,1.9843745577661274
10495,adaptive,1,29.445573571874682,High,Advanced Topics,Application Exercise,1.3869489071942587,0.2649072412741034,0.2649072412741034
10500,adaptive,1,78.35894380515533,Low,Advanced Topics,Concept Review,4.013197386622896,1.781859639660566,1.781859639660566
10514,adaptive,1,44.23509380986338,Medium,Advanced Topics,Advanced Practice,2.952505760633601,0.7410789459190338,0.7410789459190338
10522,adaptive,1,46.06387425247432,Medium,Advanced Topics,Application Exercise,0.7791724716905271,0.0,0.0
10523,adaptive,1,73.59964140568101,Low,Application Skills,Practice Questions,3.8990945266919765,1.6376197012106302,1.6376197012106302
10527,adaptive,1,86.10857676067735,Low,Critical Thinking,Application Exercise,4.753410680190739,3.2941136013721817,3.2941136013721817
10528,adaptive,1,64.52776779599289,Medium,Application Skills,Application Exercise,4.2629859962548755,2.7581519395769045,2.7581519395769045
10529,adaptive,1,77.24100401379343,Low,Advanced Topics,Practice Questions,4.574227228832361,2.0629764802033947,0.5
10530,adaptive,1,68.40990595533178,Low,Application Skills,Advanced Practice,3.1289109876187076,1.0763453797408353,1.0763453797408353
10535,adaptive,1,69.36379552737529,Low,Problem Solving,Application Exercise,5.05928472893088,3.6325664353723717,3.6325664353723717
10543,adaptive,1,78.69741406140234,Low,Advanced Topics,Application Exercise,5.096336782605172,3.6031101053018566,0.0
10544,adaptive,1,68.89105881657643,Low,Application Skills,Advanced Practice,2.8471969117804394,0.9708941469171299,0.9708941469171299
10549,adaptive,1,67.2040755035836,Medium,Advanced Topics,Advanced Practice,3.216101892579765,1.0195042999477855,1.0195042999477855
10550,adaptive,1,55.509277179235234,Medium,Advanced Topics,Application Exercise,2.2346959788683423,0.6145413941887942,0.6145413941887942
10555,adaptive,1,85.64833249912196,Low,Critical Thinking,Application Exercise,4.388549457616028,1.9660701570119803,1.9660701570119803
10560,adaptive,1,43.754364677558115,Medium,Critical Thinking,Advanced Practice,1.9494638898783252,0.42303366410359655,0.42303366410359655
10571,adaptive,1,60.84211525122624,Medium,Advanced Topics,Advanced Practice,3.0829907765526454,1.1437895781010314,1.1437895781010314
10579,adaptive,1,61.14056735916209,Medium,Advanced Topics,Advanced Practice,3.1001019298948425,1.0943359812528792,1.0943359812528792
10584,adaptive,1,71.598212257614,Low,Advanced Topics,Practice Questions,3.652329367204233,1.4317131119440594,1.4317131119440594
10585,adaptive,1,81.11721532535725,Low,Advanced Topics,Application Exercise,4.774372386687414,2.759587239505325,2.759587239505325
10590,adaptive,1,85.85068523099673,Low,Critical Thinking,Concept Review,3.9192834397090635,2.21831442687533,0.0
10591,adaptive,1,68.97400809756071,Medium,Advanced Topics,Application Exercise,5.859947894801635,4.8871965442645635,4.8871965442645635
10596,adaptive,1,77.20203283527766,Low,Advanced Topics,Critical Thinking Activity,5.448782742827332,4.12472853632029,4.12472853632029
10600,adaptive,1,36.369070903358434,Medium,Advanced Topics,Application Exercise,1.1575161544445223,0.1967777462555688,0.1967777462555688
10602,adaptive,1,37.1081582305796,Medium,Advanced Topics,Application Exercise,0.5780477084152684,0.053180389174204694,0.053180389174204694
10605,adaptive,1,74.53999329486473,Low,Application Skills,Critical Thinking Activity,3.847363390660415,2.189149769285776,2.189149769285776
10614,adaptive,1,68.96300197566012,Low,Advanced Topics,Advanced Practice,2.9003577344888,1.0267266380090352,1.0267266380090352
10618,adaptive,1,80.1848979010775,Low,Application Skills,Practice Questions,2.638783398351885,1.1162053775028473,1.1162053775028473
10622,adaptive,1,57.50977509222176,Medium,Critical Thinking,Advanced Practice,2.689588606666044,1.0596979110264213,1.0596979110264213
10627,adaptive,1,90.98657816684255,Low,Conceptual Understanding,Application Exercise,4.564894095782291,2.478737494009784,0.0
10636,adaptive,1,54.93705128276716,Medium,Advanced Topics,Advanced Practice,4.238321783033742,2.1615441093472083,2.1615441093472083
10637,adaptive,1,46.94041469322492,Medium,Advanced Topics,Application Exercise,2.1183557074839166,0.5041686583811722,0.5041686583811722
10644,adaptive,1,85.25660295156553,Low,Advanced Topics,Application Exercise,5.583009388183914,3.986268703163315,0.0
10645,adaptive,1,55.505822943754644,Medium,Problem Solving,Advanced Practice,1.2860898281446436,0.13503943195518756,0.13503943195518756
10650,adaptive,1,63.39955727426759,Medium,Advanced Topics,Advanced Practice,2.236156277571302,0.5500944442825404,0.5500944442825404
10651,adaptive,1,77.40583284251666,Low,Application Skills,Practice Questions,3.434919804139411,1.528539312842038,1.528539312842038
10653,adaptive,1,85.07671518028066,Low,Conceptual Understanding,Application Exercise,5.381195164843867,4.0574211542922765,4.0574211542922765
10657,adaptive,1,77.06893570036357,Low,Critical Thinking,Concept Review,4.100024402701265,2.197613079847878,2.197613079847878
10661,adaptive,1,50.00333811831857,Medium,Problem Solving,Application Exercise,2.53074432350459,0.6655857570817072,0.6655857570817072
10663,adaptive,1,90.80248512134726,Low,Critical Thinking,Application Exercise,4.5192057825342085,3.1001751668184667,0.0
10669,adaptive,1,81.69671328887304,Low,Advanced Topics,Concept Review,4.630208812168865,2.699411737494448,2.699411737494448
10671,adaptive,1,62.92785232032248,Medium,Application Skills,Practice Questions,3.246279218207525,1.5906768169216872,1.5906768169216872
10678,adaptive,1,70.44024065996976,Low,Critical Thinking,Advanced Practice,2.6871861682518774,1.120556632161033,1.120556632161033
10679,adaptive,1,45.19887829441485,Medium,Advanced Topics,Application Exercise,1.9068501639822413,0.4671782901756491,0.4671782901756491
10680,adaptive,1,80.98147322544017,Low,Critical Thinking,Application Exercise,4.820493638387127,2.8344502593716308,2.8344502593716308
10688,adaptive,1,86.73530544289702,Low,Critical Thinking,Application Exercise,5.19499161816433,3.636494132715031,3.636494132715031
10690,adaptive,1,83.62442539617632,Low,Advanced Topics,Application Exercise,4.820135439666231,3.1620088484210473,3.1620088484210473
10693,adaptive,1,71.49456402481981,Low,Critical Thinking,Application Exercise,4.784726694918406,3.1387807118664743,3.1387807118664743
10698,adaptive,1,74.76401932473529,Low,Application Skills,Concept Review,3.5197636591774404,1.7528423022703654,1.7528423022703654
10714,adaptive,1,58.17812342488472,Medium,Advanced Topics,Advanced Practice,2.137526378454837,0.4766683823954287,0.4766683823954287
10715,adaptive,1,51.291783981523025,Medium,Advanced Topics,Advanced Practice,2.9948675108971283,1.1739880642716745,1.1739880642716745
10717,adaptive,1,100.66062487003987,Low,Conceptual Understanding,Application Exercise,6.511328880250151,6.511328880250151,0.0
10722,adaptive,1,66.97123421181084,Medium,Advanced Topics,Application Exercise,4.653150434633875,3.2851242068515156,3.2851242068515156
10738,adaptive,1,85.29878879400547,Low,Critical Thinking,Application Exercise,4.993376292534138,3.4004892552157475,0.0
10741,adaptive,1,35.52220880674135,Medium,Advanced Topics,Application Exercise,1.6523631498692373,0.1536697729378391,0.1536697729378391
10742,adaptive,1,68.06391600775977,Low,Advanced Topics,Application Exercise,4.588201558170715,2.9410371987874275,2.9410371987874275
10750,adaptive,1,95.29874627909558,Low,Conceptual Understanding,Application Exercise,5.382268563969849,3.245507944073819,0.0
10754,adaptive,1,63.240107355296175,Medium,Application Skills,Advanced Practice,2.6259900764483315,1.0110061794326077,1.0110061794326077
10762,adaptive,1,36.5327800540565,Medium,Advanced Topics,Advanced Practice,2.0614309080015465,0.663780752376498,0.663780752376498
10765,adaptive,1,52.950952145066296,Medium,Application Skills,Advanced Practice,2.8325998057124857,1.0423967285021947,1.0423967285021947
10768,adaptive,1,53.71234457467573,Medium,Advanced Topics,Application Exercise,4.398617150431684,2.5380020957990816,2.5380020957990816
10788,adaptive,1,86.47183260474702,Low,Problem Solving,Critical Thinking Activity,4.0695653159565035,2.3725565792026413,0.0
10801,adaptive,1,76.14338037931113,Low,Problem Solving,Advanced Practice,3.800887180197734,1.7484081028909577,1.7484081028909577
10803,adaptive,1,99.48594853429978,Low,Conceptual Understanding,Application Exercise,5.370773753310041,3.9367771611762596,0.0
10811,adaptive,1,73.11328909955839,Low,Problem Solving,Concept Review,3.8723800708500247,1.754188172095061,1.754188172095061
10812,adaptive,1,68.19125785600707,Low,Advanced Topics,Application Exercise,4.544233640784577,2.4629746333052407,2.4629746333052407
10817,adaptive,1,88.27462959723341,Low,Advanced Topics,Advanced Practice,3.6320838343235726,1.7325039889723444,1.7325039889723444
10821,adaptive,1,79.80620855808729,Low,Conceptual Understanding,Application Exercise,4.185776151924011,2.4863510342428623,2.4863510342428623
10823,adaptive,1,41.75631085281665,Medium,Advanced Topics,Application Exercise,2.1349421279257874,0.43339325196893486,0.43339325196893486
10824,adaptive,1,40.7186080901693,Medium,Advanced Topics,Application Exercise,1.6408532280664132,0.2707407826309582,0.2707407826309582
10827,adaptive,1,81.15193963175814,Low,Advanced Topics,Application Exercise,5.409115426947667,3.2400601407416527,3.2400601407416527
10830,adaptive,1,81.73075536747821,Low,Advanced Topics,Concept Review,4.388091410974349,2.615302480940712,2.615302480940712
10838,adaptive,1,64.72884266928963,Medium,Conceptual Understanding,Advanced Practice,3.174870044473913,1.3588443790348346,1.3588443790348346
10846,adaptive,1,66.5705645117307,Medium,Problem Solving,Advanced Practice,3.555260669706923,1.8842881549446693,1.8842881549446693
10850,adaptive,1,48.79861776723304,Medium,Advanced Topics,Application Exercise,2.3472224952784257,0.5609861763715437,0.5609861763715437
10860,adaptive,1,98.23811385268056,Low,Conceptual Understanding,Concept Review,6.034688430708864,4.882062940443471,0.0
10866,adaptive,1,104.12216413782772,Low,Conceptual Understanding,Application Exercise,6.1325647464936806,5.145221822308199,0.0
10867,adaptive,1,81.40875928956409,Low,Conceptual Understanding,Application Exercise,5.272890156623015,3.833391143864932,3.833391143864932
10868,adaptive,1,89.94732349302228,Low,Application Skills,Application Exercise,5.957077279903812,5.444768633832084,5.444768633832084
10880,adaptive,1,63.52718395099554,Medium,Advanced Topics,Application Exercise,4.247963569536147,2.1834532747415794,2.1834532747415794
10884,adaptive,1,96.90105582409483,Low,Conceptual Understanding,Application Exercise,5.380858459077593,3.820409505945091,0.0
10885,adaptive,1,56.51415114750427,Medium,Advanced Topics,Advanced Practice,3.3366556391703233,1.0610564932561628,1.0610564932561628
10893,adaptive,1,62.835290222438395,Medium,Problem Solving,Advanced Practice,3.7790393653222303,1.7043467537603258,1.7043467537603258
10894,adaptive,1,46.441751379731336,Medium,Advanced Topics,Application Exercise,1.926320780274571,0.26197962611734166,0.26197962611734166
10900,adaptive,1,100.82344553155562,Low,Conceptual Understanding,Concept Review,6.485938974568487,5.7011403586457,0.0
10902,adaptive,1,85.49373577591692,Low,Critical Thinking,Application Exercise,4.949969112779241,3.019481158795337,3.019481158795337
10903,adaptive,1,44.65363867803282,Medium,Advanced Topics,Application Exercise,1.57411609469419,0.4470489708931499,0.4470489708931499
10915,adaptive,1,74.17225714267327,Low,Advanced Topics,Practice Questions,3.82411114164747,1.3843282332763842,1.3843282332763842
10918,adaptive,1,38.17505649727628,Medium,Advanced Topics,Application Exercise,1.8917151855780479,0.46157850528104366,0.46157850528104366
10925,adaptive,1,73.89739254380186,Low,Application Skills,Practice Questions,2.717052478843144,1.130293831198748,1.130293831198748
10937,adaptive,1,74.08831634502006,Low,Application Skills,Application Exercise,4.930273991975931,3.1750964508324997,3.1750964508324997
10939,adaptive,1,101.57599107909621,Low,Conceptual Understanding,Practice Questions,5.80795881648581,4.4430884946116445,0.0
10942,adaptive,1,55.952376228800816,Medium,Advanced Topics,Advanced Practice,3.5385206337433464,1.5038712693409222,1.5038712693409222
10943,adaptive,1,57.60649769856592,Medium,Application Skills,Advanced Practice,2.623517398093341,1.0257953026544964,1.0257953026544964
10948,adaptive,1,49.78227043041247,Medium,Advanced Topics,Advanced Practice,2.676135768460579,0.941999790498124,0.941999790498124
10949,adaptive,1,92.04297717012817,Low,Conceptual Understanding,Application Exercise,4.710313379453502,3.0098902494707875,0.0
10960,adaptive,1,67.98941389832869,Low,Conceptual Understanding,Advanced Practice,3.2349114736613225,1.4783545434632244,1.4783545434632244
10974,adaptive,1,72.06252221849262,Low,Advanced Topics,Concept Review,4.343242256066372,2.21505355059385,0.0
10975,adaptive,1,59.18994728411674,Medium,Advanced Topics,Advanced Practice,3.7813525242192974,1.7242967510439997,1.7242967510439997
10978,adaptive,1,65.36543690548999,Medium,Advanced Topics,Advanced Practice,3.8756414206603975,2.112224574259917,2.112224574259917
10979,adaptive,1,44.60033586823364,Medium,Advanced Topics,Application Exercise,2.5113844924170747,0.7283015028009516,0.7283015028009516
10986,adaptive,1,74.86829430512068,Low,Problem Solving,Application Exercise,3.4775910617235612,0.9841582704677679,0.9841582704677679
10987,adaptive,1,93.91142789818784,Low,Critical Thinking,Application Exercise,6.1152747911775664,4.867758733777342,0.0
10990,adaptive,1,56.23899845708799,Medium,Advanced Topics,Advanced Practice,3.296494402468048,1.5295734027451742,1.5295734027451742
10996,adaptive,1,78.73797977160702,Low,Conceptual Understanding,Concept Review,4.100166043145005,2.205889331212012,2.205889331212012
10999,adaptive,1,89.30597887675813,Low,Critical Thinking,Critical Thinking Activity,5.54078765704784,4.488038002208751,4.488038002208751
10011,adaptive,2,53.38511806381642,Medium,Advanced Topics,Advanced Practice,2.1915979746130185,0.47338516251641194,1.1313318709672688
10024,adaptive,2,98.27860311635567,Low,Conceptual Understanding,Critical Thinking Activity,6.5539225628509135,4.095939444879307,9.784744229433901
10026,adaptive,2,90.70352133751113,Low,Critical Thinking,Application Exercise,5.523576401609715,3.0384089069974713,0.0
10031,adaptive,2,78.83127378855684,Low,Critical Thinking,Application Exercise,3.214231726528073,0.5183912928544475,1.2383791995967357
10040,adaptive,2,82.79741206478839,Low,Critical Thinking,Application Exercise,4.145170148774682,1.7668373242137205,4.220778052288333
10045,adaptive,2,90.37164654074142,Low,Conceptual Understanding,Application Exercise,5.092678194666949,2.383373395104132,0.20000000000000284
10055,adaptive,2,64.76108028203396,Medium,Advanced Topics,Concept Review,4.259763634610114,2.1039824544066272,5.019019490885011
10056,adaptive,2,96.59523677291014,Low,Conceptual Understanding,Application Exercise,5.767919157307695,2.9859363893550475,3.9000000000000057
10060,adaptive,2,88.66881256360497,Low,Problem Solving,Application Exercise,5.134315079112445,2.5618178518739447,0.29999999999999716
10061,adaptive,2,52.59619113066027,Medium,Advanced Topics,Advanced Practice,3.0195695524744774,0.8022392387014191,1.9174346662871837
10064,adaptive,2,92.8749244107163,Low,Critical Thinking,Application Exercise,5.577836792307641,3.0240799953175106,0.0
10067,adaptive,2,83.27127128638426,Low,Problem Solving,Application Exercise,5.359086844259635,2.928633778651005,2.700000000000003
10068,adaptive,2,56.43980882448559,Medium,Critical Thinking,Advanced Practice,3.159590826563772,1.0237074278066622,2.4470397129521486
10071,adaptive,2,84.62768049802416,Low,Critical Thinking,Application Exercise,4.654641789580255,1.876751569558759,4.483350971723702
10073,adaptive,2,79.27460675194595,Low,Problem Solving,Concept Review,4.065795226026285,1.6890939687003599,4.030220602434723
10077,adaptive,2,67.98228363816062,Medium,Advanced Topics,Concept Review,3.4114148344982156,1.1052984063774218,2.637965322366204
10079,adaptive,2,53.02887588979594,Medium,Critical Thinking,Advanced Practice,3.4035774510531613,0.8184923054292641,1.956186818458206
10087,adaptive,2,66.35966731455572,Medium,Problem Solving,Concept Review,3.669155140325565,1.2865525584037563,3.0703203864366833
10089,adaptive,2,80.65334953234769,Low,Advanced Topics,Advanced Practice,3.3730303831617663,0.8742894753155298,2.089616257144069
10097,adaptive,2,80.89428893980542,Low,Conceptual Understanding,Application Exercise,5.784209256638638,3.215094873210021,7.680504419335049
10102,adaptive,2,55.50834795272396,Medium,Advanced Topics,Application Exercise,4.101960096901968,1.591888674405716,3.802845166635877
10108,adaptive,2,80.55983164994024,Low,Critical Thinking,Application Exercise,4.576663047522443,1.911214488645372,4.565679056208388
10111,adaptive,2,67.9284227954958,Low,Advanced Topics,Advanced Practice,3.036753432310902,0.6865492159768487,1.6407991926795904
10121,adaptive,2,100.72704168122517,Low,Conceptual Understanding,Concept Review,6.563404781438525,4.201104132503171,0.0
