student_id,strategy,round,predicted_final_grade,predicted_risk,predicted_weakest_topic,predicted_recommendation,effective_activity,predicted_learning_gain,completion_rate,diminishing_factor,simulated_gain,cumulative_simulated_gain,conceptual_understanding,problem_solving,application_skills,critical_thinking,advanced_topics
10079,static,1,53.01030541806505,Medium,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,3.406270997092641,33.4,1.0,1.137694513028942,1.137694513028942,65.5,60.3,61.1,48.43769451302894,54.3
10087,static,1,66.33869076046417,Medium,Problem Solving,Practice Questions,Practice Questions,3.66276761403065,48.7,1.0,1.7837678280329268,1.7837678280329268,62.0,49.18376782803293,76.5,66.2,56.2
10089,static,1,80.63351187699533,Low,Advanced Topics,Advanced Practice,Advanced Practice,3.3759077273014975,36.0,1.0,1.2153267818285391,1.2153267818285391,84.1,98.0,94.7,92.9,78.51532678182853
10097,static,1,80.77719896025182,Low,Conceptual Understanding,Concept Review,Concept Review,5.784209256638638,77.2,1.0,4.465409546125029,4.465409546125029,82.86540954612504,92.2,80.2,87.7,83.5
10102,static,1,55.450373236677194,Medium,Advanced Topics,Advanced Practice,Advanced Practice,4.101960096901968,53.9,1.0,2.210956492230161,2.210956492230161,63.5,55.6,61.4,60.0,43.11095649223016
10108,static,1,80.49022746274728,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,4.576663047522443,58.0,1.0,2.6544645675630165,2.6544645675630165,88.3,92.9,87.7,85.45446456756301,93.4
10111,static,1,67.91284667025866,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,3.0390126646584132,31.4,1.0,0.9542499767027418,0.9542499767027418,92.2,82.6,83.5,64.65424997670274,66.1
10121,static,1,100.72704168122517,Low,Conceptual Understanding,Concept Review,Concept Review,6.563404781438525,88.9,1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
10137,static,1,60.005740551401324,Medium,Advanced Topics,Advanced Practice,Advanced Practice,2.742117589138114,31.9,1.0,0.8747355109350584,0.8747355109350584,74.3,65.1,84.3,62.8,53.27473551093506
10138,static,1,58.80946032600671,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.427829455854843,35.3,1.0,1.2100237979167596,1.2100237979167596,75.4,49.5,56.3,48.6,45.01002379791676
10140,static,1,62.1610777113645,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.669671320442855,41.0,1.0,1.5045652413815704,1.5045652413815704,70.5,70.0,81.7,67.3,57.10456524138157
10159,static,1,56.53438665528425,Medium,Advanced Topics,Advanced Practice,Advanced Practice,2.9121324517120284,43.0,1.0,1.2522169542361723,1.2522169542361723,63.9,58.2,63.6,65.4,53.152216954236174
10169,static,1,76.36601755589577,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,3.1930226515989837,46.5,1.0,1.4847555329935276,1.4847555329935276,83.5,87.0,90.0,82.78475553299353,93.1
10175,static,1,72.67670712897551,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.338718483241698,42.6,1.0,1.8482940738609634,1.8482940738609634,100.0,90.7,67.6,77.0,65.34829407386097
10185,static,1,85.99190436778449,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.4077854784052315,57.3,1.0,2.5256610791261975,2.5256610791261975,100.0,92.0,96.2,100.0,92.32566107912619
10199,static,1,70.65561049176965,Low,Advanced Topics,Advanced Practice,Advanced Practice,3.583971871308616,48.7,1.0,1.7453943013272961,1.7453943013272961,64.6,80.2,77.4,81.0,65.04539430132729
10200,static,1,57.1065979313944,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.1954525515431405,47.6,1.0,1.521035414534535,1.521035414534535,64.5,63.0,90.8,69.1,44.02103541453454
10209,static,1,59.33020546954131,Medium,Problem Solving,Practice Questions,Practice Questions,3.53061817731258,50.1,1.0,1.7688397068336026,1.7688397068336026,72.8,51.968839706833606,64.9,56.9,65.5
10210,static,1,41.594000704510634,Medium,Problem Solving,Practice Questions,Practice Questions,2.7927041323359623,39.1,1.0,1.0919473157433612,1.0919473157433612,61.6,25.691947315743363,48.6,58.3,33.6
10211,static,1,66.64758430649695,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.668035476834609,61.4,1.0,2.25217378277645,2.25217378277645,82.9,72.0,74.5,67.5,57.05217378277645
10214,static,1,67.57835156450771,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,4.497567298382796,66.2,1.0,2.977389551529411,2.977389551529411,73.8,73.1,84.2,70.27738955152941,71.0
10216,static,1,62.35507683085179,Medium,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,3.592586846887233,58.9,1.0,2.11603365281658,2.11603365281658,75.0,73.8,79.9,77.41603365281658,79.3
10219,static,1,87.29983703313479,Low,Application Skills,Application Exercise,Application Exercise,3.0746388483289873,44.1,1.0,1.3559157321130835,1.3559157321130835,88.5,93.1,84.55591573211309,100.0,99.1
10222,static,1,69.83889442102189,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,4.486302781786434,59.4,1.0,2.6648638523811417,2.6648638523811417,83.3,67.4,77.5,66.36486385238115,72.2
10236,static,1,50.66259193665459,Medium,Problem Solving,Practice Questions,Practice Questions,2.703005033342923,32.4,1.0,0.8757736308031071,0.8757736308031071,79.4,46.17577363080311,45.2,59.7,48.4
10238,static,1,58.43652320378887,Medium,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,2.4709190015677827,21.8,1.0,0.5386603423417766,0.5386603423417766,51.7,60.5,67.2,53.73866034234178,72.0
10245,static,1,66.14267674462725,Medium,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,3.2514080302409845,38.6,1.0,1.25504349967302,1.25504349967302,93.4,69.4,69.4,63.455043499673025,88.1
10248,static,1,50.193123670420476,Medium,Problem Solving,Practice Questions,Practice Questions,1.0213799780987074,10.6,1.0,0.10826627767846297,0.10826627767846297,85.5,45.20826627767846,71.2,61.4,59.9
10255,static,1,57.87670400538825,Medium,Application Skills,Application Exercise,Application Exercise,1.6573524916554168,29.0,1.0,0.4806322225800708,0.4806322225800708,88.7,100.0,61.08063222258007,80.3,71.7
10257,static,1,61.50066071701194,Medium,Advanced Topics,Practice Questions,Practice Questions,3.928543180956106,40.3,1.0,1.5832029019253107,1.5832029019253107,59.7,63.58320290192531,73.1,63.2,62.4
10260,static,1,67.77898127734417,Medium,Advanced Topics,Advanced Practice,Advanced Practice,5.144066782299104,69.4,1.0,3.5699823469155785,3.5699823469155785,69.2,65.2,79.7,72.7,65.16998234691557
10261,static,1,52.493664162608596,Medium,Problem Solving,Advanced Practice,Advanced Practice,2.504712262489449,34.3,1.0,0.8591163060338809,0.8591163060338809,58.4,50.2,65.5,59.8,48.25911630603388
10262,static,1,74.78133237512972,Low,Advanced Topics,Advanced Practice,Advanced Practice,5.131005839956956,61.7,1.0,3.1658306032534416,3.1658306032534416,93.8,82.0,77.2,72.6,72.06583060325345
10266,static,1,73.22689409466712,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.3238563876504195,58.4,1.0,2.5251321303878447,2.5251321303878447,90.8,81.3,88.4,88.4,64.32513213038784
10276,static,1,85.76518954944379,Low,Application Skills,Application Exercise,Application Exercise,5.926190670049348,78.7,1.0,4.663912057328837,4.663912057328837,100.0,100.0,77.66391205732884,92.0,82.4
10278,static,1,52.729158900965665,Medium,Advanced Topics,Advanced Practice,Advanced Practice,2.870617941531548,32.3,1.0,0.9272095951146899,0.9272095951146899,63.4,66.3,47.3,45.6,27.92720959511469
10281,static,1,57.48877008383867,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.5290185148944695,44.8,1.0,1.5810002946727222,1.5810002946727222,54.5,58.3,67.8,61.4,51.28100029467272
10282,static,1,60.83663384381433,Medium,Problem Solving,Practice Questions,Practice Questions,3.92019239028455,48.4,1.0,1.8973731168977221,1.8973731168977221,69.2,49.297373116897724,78.0,63.3,62.4
10290,static,1,64.08743265393005,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.227924100817563,35.7,1.0,1.15236890399187,1.15236890399187,77.2,64.7,90.0,75.1,57.15236890399187
10293,static,1,69.22245334483635,Low,Advanced Topics,Advanced Practice,Advanced Practice,3.768492543431824,60.9,1.0,2.295011958949981,2.295011958949981,79.0,80.4,85.2,66.1,56.79501195894998
10295,static,1,79.27256501524063,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,4.084342964119569,53.5,1.0,2.18512348580397,2.18512348580397,100.0,92.6,85.4,83.98512348580397,83.7
10297,static,1,72.45812691257547,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.457962642992782,63.2,1.0,2.817432390371438,2.817432390371438,100.0,80.1,81.0,76.3,54.41743239037144
10299,static,1,66.68491245447942,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.0449143092575772,40.7,1.0,1.239280123867834,1.239280123867834,76.6,80.7,71.1,92.0,71.33928012386782
10300,static,1,108.39172082772454,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,6.77545479032604,99.0,1.0,6.70770024242278,6.70770024242278,100.0,100.0,100.0,96.00770024242277,100.0
10308,static,1,63.82214364651335,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,3.02555711227077,37.2,1.0,1.1255072457647266,1.1255072457647266,100.0,67.3,73.5,64.82550724576473,78.3
10310,static,1,75.86501688488656,Low,Conceptual Understanding,Concept Review,Concept Review,4.271230147397818,53.4,1.0,2.280836898710435,2.280836898710435,73.48083689871044,98.5,87.5,73.3,87.8
10311,static,1,72.5840744587816,Low,Conceptual Understanding,Concept Review,Concept Review,3.824714366644172,46.2,1.0,1.7670180373896076,1.7670180373896076,77.7670180373896,89.4,78.5,83.6,81.3
10313,static,1,70.54581794206297,Low,Conceptual Understanding,Concept Review,Concept Review,5.3177985843025,73.8,1.0,3.9245353552152453,3.9245353552152453,75.92453535521524,80.4,74.9,83.0,73.2
10315,static,1,42.98373856001999,Medium,Advanced Topics,Advanced Practice,Advanced Practice,1.2043814335563958,12.6,1.0,0.15175206062810587,0.15175206062810587,57.4,43.6,49.2,48.3,29.751752060628107
10319,static,1,66.8108390854301,Low,Application Skills,Application Exercise,Application Exercise,2.7404993901023795,44.8,1.0,1.227743726765866,1.227743726765866,79.6,74.8,71.72774372676587,80.1,82.1
10320,static,1,92.26997389912589,Low,Conceptual Understanding,Concept Review,Concept Review,5.4716079131934805,85.6,1.0,4.6836963736936195,4.6836963736936195,98.88369637369362,100.0,100.0,100.0,100.0
10322,static,1,85.35449469289968,Low,Problem Solving,Practice Questions,Practice Questions,4.777003523377642,62.0,1.0,2.9617421844941383,2.9617421844941383,97.4,84.26174218449414,90.1,96.3,93.1
10328,static,1,60.6986163344393,Medium,Advanced Topics,Advanced Practice,Advanced Practice,2.539664610425734,25.7,1.0,0.6526938048794136,0.6526938048794136,78.5,82.9,59.7,62.6,58.45269380487941
10329,static,1,70.16979462913206,Low,Application Skills,Application Exercise,Application Exercise,3.647671759154533,46.2,1.0,1.6852243527293942,1.6852243527293942,88.6,66.8,53.48522435272939,86.8,73.6
10333,static,1,75.83270544286535,Low,Advanced Topics,Critical Thinking Activity,Critical Thinking Activity,4.519093205952322,56.0,1.0,2.5306921953333004,2.5306921953333004,96.2,78.3,89.0,75.1306921953333,73.9
10347,static,1,70.60817479514665,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.083358807956366,53.3,1.0,2.176430244640743,2.176430244640743,83.8,80.5,90.4,76.5,72.57643024464075
10352,static,1,30.326835493751126,High,Advanced Topics,Guided Review,Advanced Practice,1.5551459137715469,17.1,1.0,0.2659299512549345,0.2659299512549345,26.4,36.9,32.6,31.6,27.865929951254937
10356,static,1,75.24286849326258,Low,Conceptual Understanding,Concept Review,Concept Review,4.127371168201244,47.7,1.0,1.9687560472319936,1.9687560472319936,79.26875604723199,83.5,82.2,81.3,78.1
10362,static,1,68.68451383175217,Low,Problem Solving,Practice Questions,Practice Questions,2.4812221607546485,22.1,1.0,0.5483500975267773,0.5483500975267773,88.1,58.44835009752678,77.9,100.0,70.5
10364,static,1,53.734718356234914,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.383144125485012,30.7,1.0,1.0386252465238985,1.0386252465238985,67.1,47.4,61.6,45.3,43.5386252465239
10366,static,1,74.36282873870084,Low,Conceptual Understanding,Concept Review,Concept Review,5.253585509904677,73.0,1.0,3.835117422230414,3.835117422230414,74.73511742223042,84.4,83.7,82.0,90.8
10371,static,1,74.41708637513132,Low,Advanced Topics,Advanced Practice,Advanced Practice,3.6538731392168824,51.4,1.0,1.8780907935574775,1.8780907935574775,89.8,79.0,87.5,72.0,66.97809079355747
10372,static,1,51.6474191183381,Medium,Problem Solving,Practice Questions,Practice Questions,1.9360303243190669,11.9,1.0,0.23038760859396898,0.23038760859396898,47.3,36.23038760859397,57.0,55.6,39.8
10378,static,1,96.82575339980053,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,4.522088251530468,60.9,1.0,2.7539517451820545,2.7539517451820545,100.0,100.0,99.6,85.45395174518205,100.0
10383,static,1,85.08797402451574,Low,Advanced Topics,Advanced Practice,Advanced Practice,5.984780419808431,75.3,1.0,4.5065396561157485,4.5065396561157485,98.3,91.7,100.0,88.8,92.50653965611575
10409,static,1,71.64842380206943,Low,Advanced Topics,Advanced Practice,Advanced Practice,2.6461797774219784,31.1,1.0,0.8229619107782353,0.8229619107782353,94.6,89.5,100.0,73.5,73.32296191077823
10412,static,1,50.149937452536314,Medium,Advanced Topics,Advanced Practice,Advanced Practice,2.738753981459798,35.3,1.0,0.9667801554553086,0.9667801554553086,70.8,56.4,67.3,80.4,56.06678015545531
10426,static,1,51.5045945161834,Medium,Advanced Topics,Advanced Practice,Advanced Practice,2.101554503356897,25.8,1.0,0.5422010618660795,0.5422010618660795,61.1,80.9,80.4,59.1,49.84220106186608
10430,static,1,63.692313981027446,Medium,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,3.956207826508945,54.7,1.0,2.164045681100393,2.164045681100393,71.3,71.5,67.4,57.36404568110039,67.9
10433,static,1,82.03450757811397,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,5.781269299667516,83.9,1.0,4.850484942421046,4.850484942421046,83.2,90.6,71.5,68.05048494242105,98.5
10437,static,1,68.13235475130247,Low,Application Skills,Application Exercise,Application Exercise,3.5972101674442074,39.3,1.0,1.4137035958055735,1.4137035958055735,92.8,75.8,65.11370359580557,92.0,71.3
10440,static,1,93.02196631873704,Low,Problem Solving,Practice Questions,Practice Questions,6.002423289673294,79.5,1.0,4.771926515290269,4.771926515290269,100.0,95.07192651529027,97.6,92.8,97.4
10446,static,1,71.17478349559445,Low,Problem Solving,Practice Questions,Practice Questions,4.0271140144101185,44.4,1.0,1.7880386223980926,1.7880386223980926,84.9,76.58803862239809,88.1,89.2,75.7
10452,static,1,80.69605304930323,Low,Conceptual Understanding,Concept Review,Concept Review,5.340041059427659,64.1,1.0,3.4229663190931285,3.4229663190931285,69.72296631909313,100.0,72.9,70.9,80.0
10463,static,1,61.76300365080093,Medium,Advanced Topics,Advanced Practice,Advanced Practice,4.023055623298723,49.5,1.0,1.9914125335328678,1.9914125335328678,64.9,68.9,54.1,69.0,57.891412533532865
10480,static,1,98.80390566931081,Low,Conceptual Understanding,Concept Review,Concept Review,5.805397495363804,87.1,1.0,0.0,0.0,100.0,100.0,98.3,100.0,100.0
10487,static,1,48.85915469507434,Medium,Problem Solving,Practice Questions,Practice Questions,3.06779054374536,42.2,1.0,1.294607609460542,1.294607609460542,52.8,31.49460760946054,40.6,39.9,45.5
10494,static,1,62.93814030750467,Medium,Advanced Topics,Advanced Practice,Advanced Practice,4.231075816132468,46.9,1.0,1.9843745577661274,1.9843745577661274,80.9,62.3,69.7,75.5,60.184374557766134
10495,static,1,29.445573571874682,High,Advanced Topics,Advanced Practice,Advanced Practice,1.3869489071942587,19.1,1.0,0.2649072412741034,0.2649072412741034,40.0,33.5,39.1,17.6,9.664907241274104
10500,static,1,78.35894380515533,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.013197386622896,44.4,1.0,1.781859639660566,1.781859639660566,97.8,98.0,98.5,84.3,80.48185963966057
10514,static,1,44.23509380986338,Medium,Application Skills,Application Exercise,Application Exercise,2.952505760633601,25.1,1.0,0.7410789459190338,0.7410789459190338,56.4,59.1,48.84107894591904,48.6,49.6
10522,static,1,46.06387425247432,Medium,Problem Solving,Practice Questions,Practice Questions,0.7791724716905271,0.0,1.0,0.0,0.0,45.4,44.0,55.0,44.8,45.7
10523,static,1,73.59964140568101,Low,Application Skills,Application Exercise,Application Exercise,3.8990945266919765,42.0,1.0,1.6376197012106302,1.6376197012106302,95.0,94.6,75.13761970121062,100.0,87.9
10527,static,1,86.10857676067735,Low,Conceptual Understanding,Concept Review,Concept Review,4.753410680190739,69.3,1.0,3.2941136013721817,3.2941136013721817,84.39411360137217,100.0,87.2,82.5,89.0
10528,static,1,64.52776779599289,Medium,Application Skills,Application Exercise,Application Exercise,4.2629859962548755,64.7,1.0,2.7581519395769045,2.7581519395769045,68.9,73.2,61.358151939576906,64.8,64.1
10529,static,1,77.24100401379343,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.574227228832361,45.1,1.0,2.0629764802033947,2.0629764802033947,75.9,99.5,75.6,72.9,69.76297648020339
10530,static,1,68.40990595533178,Low,Application Skills,Application Exercise,Application Exercise,3.1289109876187076,34.4,1.0,1.0763453797408353,1.0763453797408353,100.0,81.9,69.17634537974082,85.2,74.1
10535,static,1,69.36379552737529,Low,Problem Solving,Practice Questions,Practice Questions,5.05928472893088,71.8,1.0,3.6325664353723717,3.6325664353723717,79.6,76.43256643537237,79.9,74.2,81.9
10543,static,1,78.69741406140234,Low,Advanced Topics,Advanced Practice,Advanced Practice,5.096336782605172,70.7,1.0,3.6031101053018566,3.6031101053018566,100.0,100.0,100.0,87.0,70.60311010530185
10544,static,1,68.89105881657643,Low,Application Skills,Application Exercise,Application Exercise,2.8471969117804394,34.1,1.0,0.9708941469171299,0.9708941469171299,83.3,88.2,76.27089414691713,89.4,81.5
10549,static,1,67.2040755035836,Medium,Advanced Topics,Advanced Practice,Advanced Practice,3.216101892579765,31.7,1.0,1.0195042999477855,1.0195042999477855,69.5,71.8,66.4,63.4,59.01950429994778
10550,static,1,55.509277179235234,Medium,Advanced Topics,Advanced Practice,Advanced Practice,2.2346959788683423,27.5,1.0,0.6145413941887942,0.6145413941887942,65.0,55.7,74.9,63.6,56.21454139418879
10555,static,1,85.64833249912196,Low,Application Skills,Application Exercise,Application Exercise,4.388549457616028,44.8,1.0,1.9660701570119803,1.9660701570119803,97.1,97.5,77.46607015701198,78.8,83.4
10560,static,1,43.754364677558115,Medium,Advanced Topics,Advanced Practice,Advanced Practice,1.9494638898783252,21.7,1.0,0.42303366410359655,0.42303366410359655,62.5,55.4,61.7,44.3,43.0230336641036
10571,static,1,60.84211525122624,Medium,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,3.0829907765526454,37.1,1.0,1.1437895781010314,1.1437895781010314,66.1,59.0,71.8,55.14378957810103,57.6
10579,static,1,61.14056735916209,Medium,Application Skills,Application Exercise,Application Exercise,3.1001019298948425,35.3,1.0,1.0943359812528792,1.0943359812528792,76.8,99.1,56.49433598125288,68.3,55.7
10584,static,1,71.598212257614,Low,Problem Solving,Practice Questions,Practice Questions,3.652329367204233,39.2,1.0,1.4317131119440594,1.4317131119440594,72.8,70.63171311194407,100.0,92.4,72.3
10585,static,1,81.11721532535725,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.774372386687414,57.8,1.0,2.759587239505325,2.759587239505325,96.8,84.2,91.9,76.5,71.05958723950532
10590,static,1,85.85068523099673,Low,Problem Solving,Practice Questions,Practice Questions,3.9192834397090635,56.6,1.0,2.21831442687533,2.21831442687533,100.0,85.91831442687533,100.0,90.2,100.0
10591,static,1,68.97400809756071,Medium,Advanced Topics,Advanced Practice,Advanced Practice,5.859947894801635,83.4,1.0,4.8871965442645635,4.8871965442645635,58.5,72.9,55.1,59.1,52.18719654426456
10596,static,1,77.20203283527766,Low,Advanced Topics,Advanced Practice,Advanced Practice,5.448782742827332,75.7,1.0,4.12472853632029,4.12472853632029,86.6,79.5,92.5,92.1,59.52472853632029
10600,static,1,36.369070903358434,Medium,Advanced Topics,Advanced Practice,Advanced Practice,1.1575161544445223,17.0,1.0,0.1967777462555688,0.1967777462555688,39.8,45.1,36.8,41.9,33.29677774625557
10602,static,1,37.1081582305796,Medium,Advanced Topics,Advanced Practice,Advanced Practice,0.5780477084152684,9.2,1.0,0.053180389174204694,0.053180389174204694,53.6,57.2,55.9,57.1,47.1531803891742
10605,static,1,74.53999329486473,Low,Application Skills,Application Exercise,Application Exercise,3.847363390660415,56.9,1.0,2.189149769285776,2.189149769285776,100.0,76.1,79.78914976928577,80.7,99.9
10614,static,1,68.96300197566012,Low,Advanced Topics,Advanced Practice,Advanced Practice,2.9003577344888,35.4,1.0,1.0267266380090352,1.0267266380090352,74.2,79.0,78.5,91.0,60.426726638009036
10618,static,1,80.1848979010775,Low,Application Skills,Application Exercise,Application Exercise,2.638783398351885,42.3,1.0,1.1162053775028473,1.1162053775028473,79.9,95.1,74.91620537750285,89.0,100.0
10622,static,1,57.50977509222176,Medium,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,2.689588606666044,39.4,1.0,1.0596979110264213,1.0596979110264213,65.7,46.9,62.4,43.15969791102642,62.6
10627,static,1,90.98657816684255,Low,Conceptual Understanding,Concept Review,Concept Review,4.564894095782291,54.3,1.0,0.0,0.0,100.0,100.0,100.0,98.3,100.0
10636,static,1,54.93705128276716,Medium,Advanced Topics,Advanced Practice,Advanced Practice,4.238321783033742,51.0,1.0,2.1615441093472083,2.1615441093472083,57.8,66.4,48.6,49.2,46.361544109347214
10637,static,1,46.94041469322492,Medium,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,2.1183557074839166,23.8,1.0,0.5041686583811722,0.5041686583811722,62.0,50.8,63.5,47.404168658381174,47.1
10644,static,1,85.25660295156553,Low,Advanced Topics,Advanced Practice,Advanced Practice,5.583009388183914,71.4,1.0,3.986268703163315,3.986268703163315,99.3,81.1,100.0,76.0,70.38626870316332
10645,static,1,55.505822943754644,Medium,Problem Solving,Practice Questions,Practice Questions,1.2860898281446436,10.5,1.0,0.13503943195518756,0.13503943195518756,85.5,50.93503943195518,68.8,96.7,65.2
10650,static,1,63.39955727426759,Medium,Advanced Topics,Advanced Practice,Advanced Practice,2.236156277571302,24.6,1.0,0.5500944442825404,0.5500944442825404,76.0,71.8,75.8,55.6,53.750094444282546
10651,static,1,77.40583284251666,Low,Problem Solving,Practice Questions,Practice Questions,3.434919804139411,44.5,1.0,1.528539312842038,1.528539312842038,98.9,89.92853931284205,100.0,97.1,95.1
10653,static,1,85.07671518028066,Low,Application Skills,Application Exercise,Application Exercise,5.381195164843867,75.4,1.0,4.0574211542922765,4.0574211542922765,100.0,96.0,99.85742115429227,98.7,95.9
10657,static,1,77.06893570036357,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,4.100024402701265,53.6,1.0,2.197613079847878,2.197613079847878,86.5,98.4,100.0,84.59761307984789,90.7
10661,static,1,50.00333811831857,Medium,Problem Solving,Practice Questions,Practice Questions,2.53074432350459,26.3,1.0,0.6655857570817072,0.6655857570817072,53.8,47.065585757081706,52.6,58.4,44.5
10663,static,1,90.80248512134726,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,4.5192057825342085,68.6,1.0,3.1001751668184667,3.1001751668184667,100.0,100.0,100.0,83.00017516681848,100.0
10669,static,1,81.69671328887304,Low,Advanced Topics,Advanced Practice,Advanced Practice,4.630208812168865,58.3,1.0,2.699411737494448,2.699411737494448,86.1,89.1,97.4,75.5,81.09941173749445
10671,static,1,62.92785232032248,Medium,Application Skills,Application Exercise,Application Exercise,3.246279218207525,49.0,1.0,1.5906768169216872,1.5906768169216872,66.1,68.1,66.29067681692169,76.7,72.7
10678,static,1,70.44024065996976,Low,Critical Thinking,Critical Thinking Activity,Critical Thinking Activity,2.6871861682518774,41.7,1.0,1.120556632161033,1.120556632161033,86.9,80.0,82.0,81.42055663216102,88.4
10679,static,1,45.19887829441485,Medium,Application Skills,Application Exercise,Application Exercise,1.9068501639822413,24.5,1.0,0.4671782901756491,0.4671782901756491,68.4,50.7,43.467178290175646,49.4,41.9
