student_id,activity,estimated_gain,observed_activity,observed_gain
10020,Practice Questions,4.901915569575539,Application Exercise,6.03
10020,Application Exercise,5.458247887476045,Application Exercise,6.03
10020,Critical Thinking Activity,5.039606297121649,Application Exercise,6.03
10020,Advanced Practice,4.915628758380657,Application Exercise,6.03
10021,Concept Review,3.948239707879863,Advanced Practice,7.17
10021,Practice Questions,4.211172343674791,Advanced Practice,7.17
10021,Application Exercise,5.129095536354088,Advanced Practice,7.17
10021,Critical Thinking Activity,3.6993505360839394,Advanced Practice,7.17
10021,Advanced Practice,3.5786612666106574,Advanced Practice,7.17
10022,Concept Review,3.234345939305061,Critical Thinking Activity,1.42
10022,Practice Questions,2.8392951182240633,Critical Thinking Activity,1.42
10022,Application Exercise,3.3914048947168425,Critical Thinking Activity,1.42
10022,Critical Thinking Activity,3.2218927542693434,Critical Thinking Activity,1.42
10022,Advanced Practice,3.08505361130889,Critical Thinking Activity,1.42
10023,Concept Review,4.561253079538451,Critical Thinking Activity,5.71
10023,Practice Questions,4.005647672119581,Critical Thinking Activity,5.71
10023,Application Exercise,5.0688765937448155,Critical Thinking Activity,5.71
10023,Critical Thinking Activity,4.693727914578608,Critical Thinking Activity,5.71
10023,Advanced Practice,4.69221872540942,Critical Thinking Activity,5.71
10024,Concept Review,5.409725542341099,Application Exercise,4.44
10024,Practice Questions,5.922258097674326,Application Exercise,4.44
10024,Application Exercise,6.475224616357405,Application Exercise,4.44
10024,Critical Thinking Activity,6.606456087943777,Application Exercise,4.44
10024,Advanced Practice,6.350211064502653,Application Exercise,4.44
10025,Concept Review,1.965579110355625,Advanced Practice,2.64
10025,Practice Questions,3.1326265883054676,Advanced Practice,2.64
10025,Application Exercise,3.370224253699811,Advanced Practice,2.64
10025,Critical Thinking Activity,2.813106918019425,Advanced Practice,2.64
10025,Advanced Practice,2.1547245822241288,Advanced Practice,2.64
10026,Concept Review,5.735481561477329,Critical Thinking Activity,7.24
10026,Practice Questions,5.558275864300976,Critical Thinking Activity,7.24
10026,Application Exercise,6.332673482697629,Critical Thinking Activity,7.24
10026,Critical Thinking Activity,5.767039066161999,Critical Thinking Activity,7.24
10026,Advanced Practice,5.702575233717028,Critical Thinking Activity,7.24
10027,Concept Review,1.0256624705915813,Advanced Practice,0.0
10027,Practice Questions,1.28857809593225,Advanced Practice,0.0
10027,Application Exercise,2.0635636517250724,Advanced Practice,0.0
10027,Critical Thinking Activity,1.8528464223668375,Advanced Practice,0.0
10027,Advanced Practice,1.3798622654264623,Advanced Practice,0.0
10028,Concept Review,5.082669891073982,Concept Review,5.29
10028,Practice Questions,5.13273636662711,Concept Review,5.29
10028,Application Exercise,5.81613199618646,Concept Review,5.29
10028,Critical Thinking Activity,5.524719401022485,Concept Review,5.29
10028,Advanced Practice,5.641690339836263,Concept Review,5.29
10029,Concept Review,4.775064240134254,Advanced Practice,4.07
10029,Practice Questions,4.793487697580927,Advanced Practice,4.07
10029,Application Exercise,4.401886465965399,Advanced Practice,4.07
10029,Critical Thinking Activity,4.797142765406135,Advanced Practice,4.07
10029,Advanced Practice,4.863983244345938,Advanced Practice,4.07
10030,Concept Review,2.8493560314371615,Concept Review,2.03
10030,Practice Questions,2.8684256710497253,Concept Review,2.03
10030,Application Exercise,3.9345326533472393,Concept Review,2.03
10030,Critical Thinking Activity,3.758338186129063,Concept Review,2.03
10030,Advanced Practice,2.6371437010139616,Concept Review,2.03
10031,Concept Review,3.296825552838497,Critical Thinking Activity,3.55
10031,Practice Questions,2.7874948963890747,Critical Thinking Activity,3.55
10031,Application Exercise,3.389703135595311,Critical Thinking Activity,3.55
10031,Critical Thinking Activity,3.3981538309611903,Critical Thinking Activity,3.55
10031,Advanced Practice,3.0549370713073087,Critical Thinking Activity,3.55
10032,Concept Review,3.3379457918148296,Critical Thinking Activity,6.24
10032,Practice Questions,3.829936317304375,Critical Thinking Activity,6.24
10032,Application Exercise,4.823061413952507,Critical Thinking Activity,6.24
10032,Critical Thinking Activity,4.569098685452855,Critical Thinking Activity,6.24
10032,Advanced Practice,4.725363850187046,Critical Thinking Activity,6.24
10033,Concept Review,1.8441823581073347,Critical Thinking Activity,2.28
10033,Practice Questions,2.3819476573131118,Critical Thinking Activity,2.28
10033,Application Exercise,3.278674001166813,Critical Thinking Activity,2.28
10033,Critical Thinking Activity,2.0113547261221427,Critical Thinking Activity,2.28
10033,Advanced Practice,2.6922957247210095,Critical Thinking Activity,2.28
10034,Concept Review,2.387824017747505,Advanced Practice,3.36
10034,Practice Questions,2.901946214570013,Advanced Practice,3.36
10034,Application Exercise,3.501899365142175,Advanced Practice,3.36
10034,Critical Thinking Activity,2.6304342956928286,Advanced Practice,3.36
10034,Advanced Practice,3.047839287837535,Advanced Practice,3.36
10035,Concept Review,3.8294519690288853,Critical Thinking Activity,4.43
10035,Practice Questions,4.259549342995207,Critical Thinking Activity,4.43
10035,Application Exercise,5.229307615326161,Critical Thinking Activity,4.43
10035,Critical Thinking Activity,4.286312522916419,Critical Thinking Activity,4.43
10035,Advanced Practice,4.342767582029781,Critical Thinking Activity,4.43
10036,Concept Review,3.1642442726599964,Advanced Practice,3.61
10036,Practice Questions,3.6988322229518906,Advanced Practice,3.61
10036,Application Exercise,4.654934631449801,Advanced Practice,3.61
10036,Critical Thinking Activity,4.148013547877916,Advanced Practice,3.61
10036,Advanced Practice,4.099973526905913,Advanced Practice,3.61
10037,Concept Review,3.7508825613056644,Critical Thinking Activity,2.67
10037,Practice Questions,4.044459042361393,Critical Thinking Activity,2.67
10037,Application Exercise,4.2412584159891535,Critical Thinking Activity,2.67
10037,Critical Thinking Activity,3.8799276127091913,Critical Thinking Activity,2.67
10037,Advanced Practice,4.307340538698664,Critical Thinking Activity,2.67
10038,Concept Review,4.095561140126929,Critical Thinking Activity,6.64
10038,Practice Questions,4.70657531927462,Critical Thinking Activity,6.64
10038,Application Exercise,5.027049979864968,Critical Thinking Activity,6.64
10038,Critical Thinking Activity,4.834876807754062,Critical Thinking Activity,6.64
10038,Advanced Practice,4.981319283527492,Critical Thinking Activity,6.64
10039,Concept Review,4.894867121731754,Critical Thinking Activity,5.63
10039,Practice Questions,5.492609949163336,Critical Thinking Activity,5.63
10039,Application Exercise,6.335302075829296,Critical Thinking Activity,5.63
10039,Critical Thinking Activity,5.279269090008305,Critical Thinking Activity,5.63
10039,Advanced Practice,5.323594045537317,Critical Thinking Activity,5.63
10040,Concept Review,3.137001609098219,Critical Thinking Activity,4.51
10040,Practice Questions,3.615768733028846,Critical Thinking Activity,4.51
10040,Application Exercise,5.092169410486102,Critical Thinking Activity,4.51
10040,Critical Thinking Activity,4.4140536564543815,Critical Thinking Activity,4.51
10040,Advanced Practice,4.209797665051926,Critical Thinking Activity,4.51
10041,Concept Review,3.044169650638416,Critical Thinking Activity,2.79
10041,Practice Questions,3.6343109167345,Critical Thinking Activity,2.79
10041,Application Exercise,4.603402437106756,Critical Thinking Activity,2.79
10041,Critical Thinking Activity,4.069415335536715,Critical Thinking Activity,2.79
10041,Advanced Practice,4.302431362387824,Critical Thinking Activity,2.79
10042,Concept Review,3.675685027333415,Application Exercise,4.19
10042,Practice Questions,4.528513201065361,Application Exercise,4.19
10042,Application Exercise,5.119143642456493,Application Exercise,4.19
10042,Critical Thinking Activity,4.761120585352566,Application Exercise,4.19
10042,Advanced Practice,5.049658627346606,Application Exercise,4.19
10043,Concept Review,1.5794575833641944,Critical Thinking Activity,1.65
10043,Practice Questions,1.9743981117595826,Critical Thinking Activity,1.65
10043,Application Exercise,3.2380769671786798,Critical Thinking Activity,1.65
10043,Critical Thinking Activity,1.9756781705152409,Critical Thinking Activity,1.65
10043,Advanced Practice,2.0896151355614547,Critical Thinking Activity,1.65
10044,Concept Review,1.929198658153746,Advanced Practice,0.75
10044,Practice Questions,3.2925644037687922,Advanced Practice,0.75
10044,Application Exercise,3.373300442270901,Advanced Practice,0.75
10044,Critical Thinking Activity,2.5444434550224555,Advanced Practice,0.75
10044,Advanced Practice,3.1269488001745755,Advanced Practice,0.75
10045,Concept Review,4.512457505207669,Concept Review,2.61
10045,Practice Questions,4.8940197575087865,Concept Review,2.61
10045,Application Exercise,5.072514712007287,Concept Review,2.61
10045,Critical Thinking Activity,5.185893318942441,Concept Review,2.61
10045,Advanced Practice,4.725221167794314,Concept Review,2.61
10046,Concept Review,3.0100025008192004,Advanced Practice,2.52
10046,Practice Questions,3.3814322446996803,Advanced Practice,2.52
10046,Application Exercise,3.6441518428082276,Advanced Practice,2.52
10046,Critical Thinking Activity,2.674339592995624,Advanced Practice,2.52
10046,Advanced Practice,3.2851062661771815,Advanced Practice,2.52
10047,Concept Review,2.041406034146069,Advanced Practice,3.62
10047,Practice Questions,2.2970544361764897,Advanced Practice,3.62
10047,Application Exercise,2.5432852236884327,Advanced Practice,3.62
10047,Critical Thinking Activity,2.1450997707750608,Advanced Practice,3.62
10047,Advanced Practice,2.7376238268558115,Advanced Practice,3.62
10048,Concept Review,2.8083252756564656,Advanced Practice,2.72
10048,Practice Questions,3.7932138982819614,Advanced Practice,2.72
10048,Application Exercise,4.713605515825652,Advanced Practice,2.72
10048,Critical Thinking Activity,4.08749038031582,Advanced Practice,2.72
10048,Advanced Practice,3.770466994305382,Advanced Practice,2.72
10049,Concept Review,2.0803464621324586,Advanced Practice,1.3
10049,Practice Questions,3.1053443548137896,Advanced Practice,1.3
10049,Application Exercise,3.6063347542343713,Advanced Practice,1.3
10049,Critical Thinking Activity,3.3161977090387516,Advanced Practice,1.3
10049,Advanced Practice,2.758784091150852,Advanced Practice,1.3
10050,Concept Review,4.340920648303943,Advanced Practice,2.52
10050,Practice Questions,4.131456085754715,Advanced Practice,2.52
10050,Application Exercise,4.4462676370750085,Advanced Practice,2.52
10050,Critical Thinking Activity,3.59228748528348,Advanced Practice,2.52
10050,Advanced Practice,3.3252926176258457,Advanced Practice,2.52
10051,Concept Review,2.4311737026362685,Advanced Practice,1.91
10051,Practice Questions,2.9391602539903063,Advanced Practice,1.91
10051,Application Exercise,4.241136366541558,Advanced Practice,1.91
10051,Critical Thinking Activity,2.5795936940786626,Advanced Practice,1.91
10051,Advanced Practice,3.0648868118814496,Advanced Practice,1.91
10052,Concept Review,1.9130294231203597,Advanced Practice,1.63
10052,Practice Questions,2.71455242512922,Advanced Practice,1.63
10052,Application Exercise,3.622271543433949,Advanced Practice,1.63
10052,Critical Thinking Activity,2.359944556855753,Advanced Practice,1.63
10052,Advanced Practice,2.550761577949391,Advanced Practice,1.63
10053,Concept Review,3.850569427056296,Advanced Practice,7.39
10053,Practice Questions,4.283598607902284,Advanced Practice,7.39
10053,Application Exercise,5.20071208003457,Advanced Practice,7.39
10053,Critical Thinking Activity,4.423805049829664,Advanced Practice,7.39
10053,Advanced Practice,4.615833526695408,Advanced Practice,7.39
10054,Concept Review,2.3251138672090748,Application Exercise,5.12
10054,Practice Questions,3.5191225931028387,Application Exercise,5.12
10054,Application Exercise,4.6029368731821,Application Exercise,5.12
10054,Critical Thinking Activity,3.4834268210221153,Application Exercise,5.12
10054,Advanced Practice,3.7165824067696587,Application Exercise,5.12
10055,Concept Review,3.684884474435523,Advanced Practice,6.08
10055,Practice Questions,4.797321268778038,Advanced Practice,6.08
10055,Application Exercise,4.966583096534528,Advanced Practice,6.08
10055,Critical Thinking Activity,4.030804265040899,Advanced Practice,6.08
10055,Advanced Practice,4.414956697244097,Advanced Practice,6.08
10056,Concept Review,5.465240932527261,Application Exercise,7.66
10056,Practice Questions,5.274458522198461,Application Exercise,7.66
10056,Application Exercise,6.022299500071335,Application Exercise,7.66
10056,Critical Thinking Activity,6.132857783301567,Application Exercise,7.66
10056,Advanced Practice,6.178154841016658,Application Exercise,7.66
10057,Concept Review,5.112099880182203,Practice Questions,3.26
10057,Practice Questions,4.914627270835526,Practice Questions,3.26
10057,Application Exercise,5.842159531320041,Practice Questions,3.26
10057,Critical Thinking Activity,5.27259817836773,Practice Questions,3.26
10057,Advanced Practice,5.14170662918198,Practice Questions,3.26
10058,Concept Review,3.2406405588314353,Practice Questions,1.74
10058,Practice Questions,3.5161529759458636,Practice Questions,1.74
10058,Application Exercise,3.4323459887768166,Practice Questions,1.74
10058,Critical Thinking Activity,3.8375227799003855,Practice Questions,1.74
10058,Advanced Practice,3.5447332964854024,Practice Questions,1.74
10059,Concept Review,3.170107838120122,Application Exercise,2.0
10059,Practice Questions,3.0283054984277338,Application Exercise,2.0
10059,Application Exercise,3.5610354534062463,Application Exercise,2.0
10059,Critical Thinking Activity,3.6372139286261893,Application Exercise,2.0
10059,Advanced Practice,4.059095289422844,Application Exercise,2.0
10060,Concept Review,5.654281259465789,Critical Thinking Activity,7.52
10060,Practice Questions,5.361625008909028,Critical Thinking Activity,7.52
10060,Application Exercise,6.242123614539615,Critical Thinking Activity,7.52
10060,Critical Thinking Activity,5.23996760503017,Critical Thinking Activity,7.52
10060,Advanced Practice,5.414900760251476,Critical Thinking Activity,7.52
10061,Concept Review,2.491823609846117,Advanced Practice,1.97
10061,Practice Questions,3.1538646613966366,Advanced Practice,1.97
10061,Application Exercise,3.841884607300234,Advanced Practice,1.97
10061,Critical Thinking Activity,3.074075580273407,Advanced Practice,1.97
10061,Advanced Practice,2.649450588707431,Advanced Practice,1.97
10062,Concept Review,1.4125797911569031,Concept Review,0.27
10062,Practice Questions,2.1722759902962077,Concept Review,0.27
10062,Application Exercise,3.2971829428087163,Concept Review,0.27
10062,Critical Thinking Activity,2.2885407758641634,Concept Review,0.27
10062,Advanced Practice,2.3186328918808226,Concept Review,0.27
10063,Concept Review,4.132206772683607,Practice Questions,3.44
10063,Practice Questions,4.347506385936764,Practice Questions,3.44
10063,Application Exercise,4.937103427251094,Practice Questions,3.44
10063,Critical Thinking Activity,3.996112874090992,Practice Questions,3.44
10063,Advanced Practice,3.9702758704984085,Practice Questions,3.44
10064,Concept Review,5.207064917929577,Practice Questions,5.21
10064,Practice Questions,5.646971972685987,Practice Questions,5.21
10064,Application Exercise,6.699612895708405,Practice Questions,5.21
10064,Critical Thinking Activity,5.849209017834567,Practice Questions,5.21
10064,Advanced Practice,5.895081601225794,Practice Questions,5.21
10065,Concept Review,2.51368585514948,Critical Thinking Activity,3.47
10065,Practice Questions,2.7517887482255388,Critical Thinking Activity,3.47
10065,Application Exercise,3.5713306551133277,Critical Thinking Activity,3.47
10065,Critical Thinking Activity,2.584453849193311,Critical Thinking Activity,3.47
10065,Advanced Practice,3.0418839617551945,Critical Thinking Activity,3.47
10066,Concept Review,2.5735438911291952,Advanced Practice,2.93
10066,Practice Questions,2.604355134454978,Advanced Practice,2.93
10066,Application Exercise,3.7809391632763067,Advanced Practice,2.93
10066,Critical Thinking Activity,2.8828232794414905,Advanced Practice,2.93
10066,Advanced Practice,2.728273917421737,Advanced Practice,2.93
10067,Concept Review,5.449447219247118,Practice Questions,4.09
10067,Practice Questions,5.031511499529263,Practice Questions,4.09
10067,Application Exercise,6.306812316634941,Practice Questions,4.09
10067,Critical Thinking Activity,5.445597970893472,Practice Questions,4.09
10067,Advanced Practice,5.553399761851275,Practice Questions,4.09
10068,Concept Review,3.3152095156330312,Critical Thinking Activity,4.31
10068,Practice Questions,3.029979852816525,Critical Thinking Activity,4.31
10068,Application Exercise,3.619057277236102,Critical Thinking Activity,4.31
10068,Critical Thinking Activity,3.3424935493357744,Critical Thinking Activity,4.31
10068,Advanced Practice,3.4895884155885986,Critical Thinking Activity,4.31
10069,Concept Review,5.563455869974161,Advanced Practice,4.36
10069,Practice Questions,5.103944368572394,Advanced Practice,4.36
10069,Application Exercise,5.4531547265662095,Advanced Practice,4.36
10069,Critical Thinking Activity,5.4379242978748685,Advanced Practice,4.36
10069,Advanced Practice,5.088131978657778,Advanced Practice,4.36
10070,Concept Review,0.22382702271367894,Application Exercise,1.41
10070,Practice Questions,1.216481244481661,Application Exercise,1.41
10070,Application Exercise,2.127601264793721,Application Exercise,1.41
10070,Critical Thinking Activity,1.6463276276395065,Application Exercise,1.41
10070,Advanced Practice,1.7278925446416653,Application Exercise,1.41
10071,Concept Review,3.7029390830900697,Critical Thinking Activity,5.67
10071,Practice Questions,4.443247776062179,Critical Thinking Activity,5.67
10071,Application Exercise,6.231474884127825,Critical Thinking Activity,5.67
10071,Critical Thinking Activity,4.874845890446019,Critical Thinking Activity,5.67
10071,Advanced Practice,4.801403859961425,Critical Thinking Activity,5.67
10072,Concept Review,3.551935417308847,Advanced Practice,3.24
10072,Practice Questions,4.5464213181868045,Advanced Practice,3.24
10072,Application Exercise,5.456199312429204,Advanced Practice,3.24
10072,Critical Thinking Activity,4.100728902842802,Advanced Practice,3.24
10072,Advanced Practice,4.017184054201615,Advanced Practice,3.24
10073,Concept Review,4.447577621192159,Practice Questions,3.4
10073,Practice Questions,3.9490754075061516,Practice Questions,3.4
10073,Application Exercise,3.9297295948599307,Practice Questions,3.4
10073,Critical Thinking Activity,4.002806941137205,Practice Questions,3.4
10073,Advanced Practice,3.964163871974115,Practice Questions,3.4
10074,Concept Review,3.8386347524725717,Critical Thinking Activity,5.2
10074,Practice Questions,3.5441452290535986,Critical Thinking Activity,5.2
10074,Application Exercise,4.604973725097576,Critical Thinking Activity,5.2
10074,Critical Thinking Activity,4.589861675691907,Critical Thinking Activity,5.2
10074,Advanced Practice,4.480243800655495,Critical Thinking Activity,5.2
10075,Concept Review,2.711801799660342,Concept Review,2.37
10075,Practice Questions,3.6461135529409434,Concept Review,2.37
10075,Application Exercise,4.201638963886824,Concept Review,2.37
10075,Critical Thinking Activity,3.6371230016004463,Concept Review,2.37
10075,Advanced Practice,3.4651814196605253,Concept Review,2.37
10076,Concept Review,4.430281336540834,Practice Questions,3.68
10076,Practice Questions,3.858299656136039,Practice Questions,3.68
10076,Application Exercise,4.660818371223112,Practice Questions,3.68
10076,Critical Thinking Activity,4.79635745819594,Practice Questions,3.68
10076,Advanced Practice,4.581796992663241,Practice Questions,3.68
10077,Concept Review,2.6219945621073135,Advanced Practice,4.38
10077,Practice Questions,3.3020606416871408,Advanced Practice,4.38
10077,Application Exercise,3.8147283618329206,Advanced Practice,4.38
10077,Critical Thinking Activity,3.3205650823174047,Advanced Practice,4.38
10077,Advanced Practice,3.3650798985187937,Advanced Practice,4.38
10078,Concept Review,2.7046787914931825,Application Exercise,6.91
10078,Practice Questions,3.5329785197044146,Application Exercise,6.91
10078,Application Exercise,4.759802226144146,Application Exercise,6.91
10078,Critical Thinking Activity,4.026231891057648,Application Exercise,6.91
10078,Advanced Practice,4.184725691001131,Application Exercise,6.91
10079,Concept Review,2.8085798335748944,Critical Thinking Activity,4.1
10079,Practice Questions,2.819279084142349,Critical Thinking Activity,4.1
10079,Application Exercise,4.221026889651187,Critical Thinking Activity,4.1
10079,Critical Thinking Activity,3.1963551164196624,Critical Thinking Activity,4.1
10079,Advanced Practice,3.3614018379440758,Critical Thinking Activity,4.1
10080,Concept Review,0.7343142454608205,Application Exercise,2.6
10080,Practice Questions,1.6183213777516907,Application Exercise,2.6
10080,Application Exercise,2.2829635328439775,Application Exercise,2.6
10080,Critical Thinking Activity,1.8293281839841422,Application Exercise,2.6
10080,Advanced Practice,1.764088343273631,Application Exercise,2.6
10081,Concept Review,3.8210619612313774,Application Exercise,5.05
10081,Practice Questions,4.005034547029532,Application Exercise,5.05
10081,Application Exercise,4.6609625426067804,Application Exercise,5.05
10081,Critical Thinking Activity,4.035657386880862,Application Exercise,5.05
10081,Advanced Practice,4.118509350826283,Application Exercise,5.05
10082,Concept Review,2.864965420744995,Practice Questions,1.6
10082,Practice Questions,3.0934055945165753,Practice Questions,1.6
10082,Application Exercise,4.179618730446084,Practice Questions,1.6
10082,Critical Thinking Activity,3.2008523412732974,Practice Questions,1.6
10082,Advanced Practice,3.6122088857798986,Practice Questions,1.6
10083,Concept Review,2.8850987588738235,Critical Thinking Activity,4.11
10083,Practice Questions,3.7220374802334084,Critical Thinking Activity,4.11
10083,Application Exercise,4.8929632566977155,Critical Thinking Activity,4.11
10083,Critical Thinking Activity,3.7197166182229346,Critical Thinking Activity,4.11
10083,Advanced Practice,4.029761949526371,Critical Thinking Activity,4.11
10084,Concept Review,2.6244531585776896,Advanced Practice,3.47
10084,Practice Questions,3.7313689155334346,Advanced Practice,3.47
10084,Application Exercise,4.6809535213414515,Advanced Practice,3.47
10084,Critical Thinking Activity,3.582558288930568,Advanced Practice,3.47
10084,Advanced Practice,4.032821246420633,Advanced Practice,3.47
10085,Concept Review,5.022927581759312,Advanced Practice,4.58
10085,Practice Questions,4.457998336008753,Advanced Practice,4.58
10085,Application Exercise,4.668658216702884,Advanced Practice,4.58
10085,Critical Thinking Activity,4.452656200179206,Advanced Practice,4.58
10085,Advanced Practice,4.27031115371634,Advanced Practice,4.58
10086,Concept Review,2.5454442835203857,Advanced Practice,3.24
10086,Practice Questions,2.6636270683061567,Advanced Practice,3.24
10086,Application Exercise,2.8984670479490693,Advanced Practice,3.24
10086,Critical Thinking Activity,2.9888237625138707,Advanced Practice,3.24
10086,Advanced Practice,2.8110166738193394,Advanced Practice,3.24
10087,Concept Review,3.8936285735502465,Practice Questions,4.31
10087,Practice Questions,3.86543627672193,Practice Questions,4.31
10087,Application Exercise,4.818719112184794,Practice Questions,4.31
10087,Critical Thinking Activity,4.35467034886194,Practice Questions,4.31
10087,Advanced Practice,3.7427451245100176,Practice Questions,4.31
10088,Concept Review,4.957827449906388,Critical Thinking Activity,5.12
10088,Practice Questions,4.8787711186062435,Critical Thinking Activity,5.12
10088,Application Exercise,5.400498571176014,Critical Thinking Activity,5.12
10088,Critical Thinking Activity,5.5899467416184905,Critical Thinking Activity,5.12
10088,Advanced Practice,5.27442426694193,Critical Thinking Activity,5.12
